poi ville code_postale code_insee region code_departement departement latitude longitude createur_donnée fournisseur id_poi photo categorie_mere sous_categorie
"Balade panoramique  en raquettes à partir des Arcs" 1757 73700 73054 Auvergne-Rhône-Alpes 73 Savoie 45.575506 6.776531 "Les Arcs Bourg Saint Maurice Tourisme" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/d93d68ed-122e-3623-bc81-b0bef3f9b64d True Produit Pratique
"Club Piou Piou- Cours de ski 3-5 ans" 1761 74360 74001 Auvergne-Rhône-Alpes 74 Haute-Savoie 46.264328 6.705497 "Office de Tourisme intercommunal Pays d'Evian Vallée d'Abondance" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/d942b913-1a93-39fb-8a3b-07c27fd0e15c True Produit Pratique
"Affûts aux castors" 1791 26400 26006 Auvergne-Rhône-Alpes 26 Drôme 44.748471 4.92063 "Office de Tourisme du Val de Drôme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/d9626a36-807a-329d-90ae-4e16acfb3700 True Produit Pratique
"Découverte Poney" 2791 26300 26084 Auvergne-Rhône-Alpes 26 Drôme 45.010104 4.980286 "Valence Romans Tourisme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/d96f8dd2-1009-3c31-8b23-0d52b6f83be6 True Produit Pratique
"Vol en parapente" 1591 26450 26287 Auvergne-Rhône-Alpes 26 Drôme 44.643355 4.940734 "Montélimar Tourisme Agglomération" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/d979bbdd-6660-3649-8b01-e6f1ef2a4ebb True Produit Pratique
"Paintball des Sucs" 1570 43200 43268 Auvergne-Rhône-Alpes 43 Haute-Loire 45.15457 4.170334 "Office du Tourisme des Sucs aux bords de Loire" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/d97a1e66-8f72-3c7e-8a20-a5d91af7c077 True Produit Pratique
"Ubac - Bureau des moniteurs" 5061 01250 01245 Auvergne-Rhône-Alpes 01 Ain 46.138234 5.397813 "Bourg-en-Bresse Destinations - Office de tourisme" "Office de Tourisme du Haut-Bugey - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/d98ca161-e823-3014-a0ce-9fff14ad31bc True Produit Pratique
"Motocross à Yssingeaux - Courses de ligue" 1570 43200 43268 Auvergne-Rhône-Alpes 43 Haute-Loire 45.17114 4.098993 "Office du Tourisme des Sucs aux bords de Loire" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/d99b9378-a523-3e93-ad77-8f74cf7a3f42 True Produit Pratique
"Ski débutants enfants avec Arc Aventures" 1757 73700 73054 Auvergne-Rhône-Alpes 73 Savoie 45.573039 6.778221 "Les Arcs Bourg Saint Maurice Tourisme" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/d9aab484-803e-3ce4-bbee-6454732f51fc True Produit Pratique
"Balade guidée à vélo électrique - Villages perchés de la vallée de la Drôme avec BEcyclette" 2334 26150 26299 Auvergne-Rhône-Alpes 26 Drôme 44.768443 5.283984 "Office de Tourisme du Pays Diois" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/d9d80a52-364e-3e3b-b13e-d533ec78fd2d True Produit Pratique
"Roanne Gyrocoptère" 2390 42155 42253 Auvergne-Rhône-Alpes 42 Loire 46.052522 4.004012 "Office de Tourisme Roannais Agglomération" "Apidae Tourisme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/d9e95428-ce95-31da-b5bf-c45f76fa7e6d True Produit Pratique
"Stage - Lunettes - Concevoir et fabriquer les gabarits des montures" 6860 39170 39453 Bourgogne-Franche-Comté 39 Jura 46.427461 5.800625 "Office de Tourisme du Haut-Bugey" "Office de Tourisme du Haut-Bugey - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/da03aadb-2b27-3adf-b4c8-a9fe729d4d80 True Produit Pratique
"2ème étoile — Stage d'astronomie" 5081 77760 77060 Île-de-France 77 Seine-et-Marne 48.293252 2.432828 "Office de Tourisme du Pays de Nemours" "Seine et Marne Attractivité - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/da5d7d98-86e5-3133-8b29-cc48447e2b66 True Produit Pratique
"Parcours Aventure du Bugey" 2025 01110 01185 Auvergne-Rhône-Alpes 01 Ain 45.988762 5.618477 "Office de Tourisme du Haut-Bugey" "Office de Tourisme du Haut-Bugey - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/da85e7f3-6be5-3b13-a7c1-b0dab0dd50e9 True Produit Pratique
"Baptême de l'air à l'aéroclub Jean Coutty" 4201 01100 01014 Auvergne-Rhône-Alpes 01 Ain 46.258982 5.656989 "Office de Tourisme du Haut-Bugey" "Office de Tourisme du Haut-Bugey - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/daa9fdfa-5411-32f6-88f2-efd85d73b0d7 True Produit Pratique
"Via Ferrata des Bettières ou du Roc du Vent" 1757 73700 73054 Auvergne-Rhône-Alpes 73 Savoie 45.573498 6.778404 "Les Arcs Bourg Saint Maurice Tourisme" "Apidae Tourisme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dab12fe0-654b-3e91-a9fd-bd1767ecd5fc True Produit Pratique
"Visite commentée du Château de l'Aumerade pour les groupes" 3267 83390 83091 """Provence-Alpes-Côte dAzur""" 83 Var 43.256875 6.145024 "Office de tourisme intercommunal de Collobrières, Cuers, La Londe les Maures, Pierrefeu" "Office de tourisme intercommunal de Collobrières, Cuers, La Londe les Maures, Pierrefeu - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/daf12113-457c-3910-9ddc-eb21bb57b2ea True Produit Pratique
"Balades à moto" 1965 43400 43051 Auvergne-Rhône-Alpes 43 Haute-Loire 45.03701 4.341188 "Office de Tourisme du Haut-Lignon" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/db00daa9-5250-3001-a2d4-e9314ed019b8 True Produit Pratique
"Golf 18 trous (Golf Roquebrune Resort)" 1792 83520 83107 """Provence-Alpes-Côte dAzur""" 83 Var 43.417936 6.675434 "Office de tourisme de Roquebrune-sur-Argens" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/db387368-4378-3678-9a2d-5bcbdc6cf3dc True Produit Pratique
"A l'école des explorateurs - Visite guidée Uzès, Ville d'art et d'histoire" 2158 30700 30334 Occitanie 30 Gard 44.013957 4.419471 "Destination Pays d'Uzès Pont du Gard" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/db40aac7-f4ec-3512-9592-07e119ba3044 True Produit Visite
"Nuxe spa" 2190 74220 74080 Auvergne-Rhône-Alpes 74 Haute-Savoie 45.907106 6.429305 "Office de Tourisme de La Clusaz" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/db667678-230c-31dd-a859-0544d0c862cb True Produit Pratique
"Observation des oiseaux aux Vieux Salins avec la LPO" 1849 83400 83069 """Provence-Alpes-Côte dAzur""" 83 Var 43.117566 6.198776 "Office de Tourisme Provence Méditerranée" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/db683b81-1267-3ecd-bf1c-e2d6622d1b87 True Produit Visite
"Histoires d'ânes - Visite de la ferme" 3208 43580 43136 Auvergne-Rhône-Alpes 43 Haute-Loire 44.976761 3.636159 "Office de Tourisme de l'agglomération du Puy-en-Velay" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/db6a4e05-36dd-3262-8e3f-f476a2aaa0db True Produit Pratique
"Vol en montgolfière en montagne" 2201 05260 05145 """Provence-Alpes-Côte dAzur""" 05 Hautes-Alpes 44.663595 6.217404 "Office de Tourisme du Champsaur & Valgaudemar" "Apidae Tourisme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/db6f400f-5b92-3952-bd20-9e7171b732a2 True Produit Pratique
"Le souffle d'art" 2400 26130 26324 Auvergne-Rhône-Alpes 26 Drôme 44.350033 4.766069 "Office de Tourisme Drôme Sud Provence" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dbbb802a-2935-37dc-a800-7e1b50d81d1b True Produit Pratique
"Via Ferrata et Via Corda Montagnes & Compagnie" 3906 26260 26096 Auvergne-Rhône-Alpes 26 Drôme 45.080389 4.96067 "Valence Romans Tourisme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dbbf1a7a-7581-3ec9-be62-24d890cfa62d True Produit Pratique
"Camus La Grande Marque" 1803 16100 16102 Nouvelle-Aquitaine 16 Charente 45.69881 -0.325169 "Destination Cognac" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dbce6234-d452-3726-9d1a-bb4bfb92538b True Produit Visite
"Visite guidée : Le village de Beaumont-lès-Valence" 2245 26760 26037 Auvergne-Rhône-Alpes 26 Drôme 44.86061 4.941795 "Valence Romans Tourisme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dbcf6431-39a9-3635-9006-b3d60bfce553 True Produit Visite
"L'Instant Wellness : massages bien-être" 1624 73100 73008 Auvergne-Rhône-Alpes 73 Savoie 45.691704 5.911891 "Office de Tourisme intercommunal Aix-les-Bains Riviera des Alpes" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dbd273d9-2960-3f54-a6a3-0c98c1d7e1ab True Produit Pratique
"Balade en raquette sortie dégustation" 1757 73700 73054 Auvergne-Rhône-Alpes 73 Savoie 45.572217 6.827381 "Les Arcs Bourg Saint Maurice Tourisme" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dc115adb-1de1-3d46-bf1f-bc8b3504d1e6 True Produit Pratique
"Visite guidée - Romans une ville militaire" 1726 26100 26281 Auvergne-Rhône-Alpes 26 Drôme 45.045891 5.056899 "Valence Romans Tourisme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dc222eab-8971-34ca-bc2a-9e6fcdd1ef51 True Produit Visite
"Balade naturaliste : faune et flore de printemps" 1969 13200 13004 """Provence-Alpes-Côte dAzur""" 13 Bouches-du-Rhône 43.375625 4.810216 "Parc Naturel Régional de Camargue" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dc338906-c1c9-37ba-b8dc-ee3dcba89f5d True Produit Visite
"Atelier d'œnologie - niveau 2" 1984 69620 69245 Auvergne-Rhône-Alpes 69 Rhône 45.950815 4.542731 "Office de tourisme du Beaujolais" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dc3dd8a9-de92-3790-a3e9-923a4c4e7312 True Produit Pratique
"Gaël Moutel" 5237 43350 43187 Auvergne-Rhône-Alpes 43 Haute-Loire 45.158823 3.824707 "Office de Tourisme de l'agglomération du Puy-en-Velay" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dc5ab6d6-5e92-308a-a2fa-993c556768ab True Produit Pratique
"Asvolt base de canoé kayak" 2180 15120 15260 Auvergne-Rhône-Alpes 15 Cantal 44.639834 2.434319 "Office de Tourisme de la Châtaigneraie Cantalienne" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dc73697f-7f9e-3273-86ea-a202c7d4d76c True Produit Pratique
"Sortie à VTT électrique avec Passion Esterel" 2065 83530 83118 """Provence-Alpes-Côte dAzur""" 83 Var 43.431738 6.871366 "Office de tourisme de Saint-Raphaël" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dc9170d6-9ef9-3909-8a13-d9b5f0c98c71 True Produit Pratique
"Balade à cheval ados/adultes avec Equi'Vie" 2131 26410 26178 Auvergne-Rhône-Alpes 26 Drôme 44.670257 5.465467 "Office de Tourisme du Pays Diois" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dcba94fe-56a8-3164-af95-734699d6c507 True Produit Pratique
"Visites guidées Pays d'art et d'histoire - Circuit des Trésors Cachés" 1576 69400 69264 Auvergne-Rhône-Alpes 69 Rhône 45.98898 4.71729 "Office de tourisme du Beaujolais" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dccd6012-167a-325a-b3ea-b1511ac19c3a True Produit Visite
"Balade en gyropode - segway" 1910 43190 43244 Auvergne-Rhône-Alpes 43 Haute-Loire 45.11556 4.28222 "Office de Tourisme du Haut-Lignon" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dcfa54d6-d1ed-362a-9c20-f910f41a0191 True Produit Pratique
"& écrit, art" 4070 38730 38560 Auvergne-Rhône-Alpes 38 Isère 45.48502 5.475284 "Office de Tourisme des Vals du Dauphiné" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dd536204-a7fe-395c-94c0-2edb20b2e488 True Produit Pratique
"Activité séminaire : Tir sportif" 1669 43000 43157 Auvergne-Rhône-Alpes 43 Haute-Loire 45.125859 3.946499 "Office de Tourisme de l'agglomération du Puy-en-Velay" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dd64e91d-7e64-3076-a795-334f43bbdfa3 True Produit Pratique
"Location d'ânesse ferme du Grand-Veymont" 2012 38650 38186 Auvergne-Rhône-Alpes 38 Isère 44.904337 5.556191 "Office de Tourisme du Trièves" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dd785f4a-8122-3a61-838b-d6be4c0025a3 True Produit Pratique
"Stage Pégase & Particule" 2130 38580 38006 Auvergne-Rhône-Alpes 38 Isère 45.392842 6.075053 "Office de Tourisme de Belledonne Chartreuse" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dd8479cf-76e5-32ab-9906-9f50ffb6bbfd True Produit Pratique
"Sortie raquette - Valloire Beach" 2093 73450 73306 Auvergne-Rhône-Alpes 73 Savoie 45.165792 6.429548 "Office de Tourisme de Valloire" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dd8bb723-c57e-372d-aeb5-e3829468562d True Produit Pratique
"Balades en raquettes adultes et enfants avec Arc Aventures" 1757 73700 73054 Auvergne-Rhône-Alpes 73 Savoie 45.573039 6.778221 "Les Arcs Bourg Saint Maurice Tourisme" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/ddae8e04-5af1-3ab0-831c-6d2d3a8d9ece True Produit Pratique
"Villard Reymond- la plus haute commune de l'Isère" 4387 38520 38551 Auvergne-Rhône-Alpes 38 Isère 45.034251 6.018299 "Oisans Tourisme" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/ddbe2f29-d25d-3dad-9ce2-0eee4754e76e True Produit Pratique
"Evian, visite sensorielle en famille" 2218 74500 74119 Auvergne-Rhône-Alpes 74 Haute-Savoie 46.401499 6.586711 "Evian Tourisme et Congrès" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/ddeb7b1e-aee8-3d32-96b0-ca9608c2f318 True Produit Visite
"Visite de la Ferme de la Gouille" 4502 01110 01060 Auvergne-Rhône-Alpes 01 Ain 46.074796 5.600938 "Office de Tourisme du Haut-Bugey" "Office de Tourisme du Haut-Bugey - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/ddf37b05-3d77-31ae-bc44-e5bdcbf3ccc6 True Produit Pratique
"Balade en raquettes - ludique en forêt" 1757 73700 73054 Auvergne-Rhône-Alpes 73 Savoie 45.61291 6.763487 "Les Arcs Bourg Saint Maurice Tourisme" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/de0785a2-7394-3308-b082-48d4210ac9ea True Produit Pratique
"Dans ma maison, il y a..." 2477 74160 74216 Auvergne-Rhône-Alpes 74 Haute-Savoie 46.076684 6.097627 "Office de Tourisme des Monts de Genève" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/de291d01-ef59-397e-81b5-962f47d65b77 True Produit Pratique
"Sortie raquette - l'Ecot-Parc national de la Vanoise" 1981 73480 73047 Auvergne-Rhône-Alpes 73 Savoie 45.379975 7.086997 "Haute Maurienne Vanoise Tourisme" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/de300a8b-115e-3cf7-bbda-77e0d806615b True Produit Pratique
"Journée à Port-Cros avec les Bateliers de la Côte d'Azur" 1602 83250 83071 """Provence-Alpes-Côte dAzur""" 83 Var 43.116554 6.247745 "Office de tourisme intercommunal de Collobrières, Cuers, La Londe les Maures, Pierrefeu" "Office de tourisme intercommunal de Collobrières, Cuers, La Londe les Maures, Pierrefeu - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/de569885-eea2-363a-95a4-bf1208b0d38c True Produit Pratique
"Stage, leçon, club de Golf : swinguez à 1000 m d'altitude !" 1965 43400 43051 Auvergne-Rhône-Alpes 43 Haute-Loire 45.036878 4.322447 "Office de Tourisme du Haut-Lignon" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/de6ccff1-f7bf-3db4-92b4-31cbd262f946 True Produit Pratique
"Découverte Initiation au golf" 1894 26300 26079 Auvergne-Rhône-Alpes 26 Drôme 44.946 5.0611 "Valence Romans Tourisme" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/de968acf-2202-373a-9ea3-0c9f762c0cba True Produit Pratique
"Dans l'intimité de l'Hôtel-Dieu et de la charité" 1532 69002 69382 Auvergne-Rhône-Alpes 69 Rhône 45.7593 4.83604 "Lyon Tourisme et Congrès" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dea04d43-9bbd-30d7-9bca-808123016d06 True Produit Visite
"Balades en raquettes à la Chèvrerie" 1848 74470 74032 Auvergne-Rhône-Alpes 74 Haute-Savoie 46.209591 6.576055 "Office de Tourisme des Alpes du Léman" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/deaa4682-ec0f-3ee2-b6f9-044aa5b9d62d True Produit Pratique
"Les chamois du Doron - Les Randos du Lavvu" 2315 73500 73322 Auvergne-Rhône-Alpes 73 Savoie 45.20107 6.696427 "Haute Maurienne Vanoise Tourisme" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/deabbdc2-7a68-3345-b788-15754cc620ab True Produit Pratique
"Visite guidée Les Ruelles de l'Histoire (Vieille Ville de Menton)" 1734 06500 06083 """Provence-Alpes-Côte dAzur""" 06 Alpes-Maritimes 43.774481 7.49754 "Office de Tourisme Menton, Riviera & Merveilles" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/deb544e8-e87b-3621-83ba-c670236bbe31 True Produit Visite
"Canoe Nature Loisirs" 2870 43210 43020 Auvergne-Rhône-Alpes 43 Haute-Loire 45.292034 4.12016 "Office de Tourisme des Marches du Velay Rochebaron" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/dede2c95-7bbd-3090-9692-df32366acdce True Produit Pratique
"Randonnée en ski nordique avec bivouac en tente trappeur ou en refuge sur les Hauts Plateaux du Vercors" 5149 26150 26246 Auvergne-Rhône-Alpes 26 Drôme 44.787013 5.316803 "Office de Tourisme du Pays Diois" "Agence de Développement Touristique de la Drôme - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/def6c234-c822-3742-b0b7-84f308fd9aa3 True Produit Pratique
"Visite guidée des chais et dégustation au Château Pesquié" 4176 84570 84082 """Provence-Alpes-Côte dAzur""" 84 Vaucluse 44.075283 5.187023 "Office de Tourisme Ventoux Sud" "Apidae Tourisme Scic SA - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/df0eea2f-3ef2-31c3-ab43-1701a68473bc True Produit Pratique
"Stage de pêche" 4639 43200 43211 Auvergne-Rhône-Alpes 43 Haute-Loire 45.2119 4.1298 "Office du Tourisme des Sucs aux bords de Loire" "Maison du Tourisme de la Haute-Loire - source : Apidae Tourisme" https://data.datatourisme.gouv.fr/13/df43166c-7601-3276-8db3-b177a0a46104 True Produit Pratique
